marital,age,sex,race,hompop,happy,health,satjob,fincome
5,0,2,1,3,1,2,0,383
1,51,2,1,3,1,3,0,2681
1,44,1,1,4,1,1,2,12447.5
5,52,1,1,1,3,0,0,383
1,32,2,1,2,2,2,4,8617.5
1,79,1,1,2,2,0,0,21065
5,52,2,1,1,2,1,1,42130
4,49,1,3,1,3,0,3,10532.5
1,54,1,1,5,1,1,1,21065
5,28,2,1,5,2,2,1,42130
1,64,2,2,2,1,3,0,34470
1,37,2,1,3,2,2,1,34470
2,48,1,3,1,2,0,1,34470
5,38,2,1,4,2,2,2,28725
3,61,2,1,3,3,3,3,21065
5,37,1,1,3,2,3,3,34470
5,27,2,1,3,2,0,2,63195
1,50,1,1,2,1,0,1,51705
1,49,2,1,2,2,2,2,178712.4649
2,79,2,1,2,2,2,1,51705
2,85,2,1,3,2,3,0,0
1,23,2,1,6,1,1,1,34470
1,25,2,1,3,1,2,1,24895
3,60,2,1,1,2,3,3,6894
3,61,2,1,3,3,4,0,8617.5
5,27,2,1,2,2,3,2,21065
1,44,1,1,5,1,1,1,76600
3,54,2,3,3,3,4,1,6894
5,76,1,1,1,2,0,0,0
5,40,2,1,4,3,0,2,4213
1,53,1,3,4,1,0,1,51705
4,51,2,3,3,2,2,1,178712.4649
1,62,1,3,3,1,2,1,178712.4649
5,30,1,3,3,2,3,3,6894
1,76,2,1,2,3,2,0,51705
1,33,1,1,3,1,1,1,51705
3,30,2,1,4,1,2,2,16277.5
5,35,2,1,2,1,0,3,24895
1,39,2,3,6,3,2,1,42130
1,46,2,1,3,2,0,2,51705
5,58,2,1,4,2,2,1,76600
1,30,2,1,4,2,4,2,24895
1,55,2,1,3,2,2,2,91920
2,79,2,1,1,2,4,0,16277.5
1,33,2,1,5,2,1,1,91920
3,50,2,1,2,2,2,1,42130
2,61,2,1,1,2,3,0,51705
1,34,2,1,2,1,0,1,51705
1,60,2,1,3,3,0,3,91920
1,66,2,1,2,3,2,0,63195
2,85,2,1,1,1,0,0,383
5,55,1,1,3,2,2,1,76600
3,58,2,1,1,2,0,1,34470
1,79,2,1,2,2,0,0,0
1,32,1,1,5,2,0,1,51705
1,44,2,1,4,2,2,2,51705
1,61,1,1,4,2,1,2,51705
1,28,2,1,3,2,2,2,34470
5,54,1,1,1,2,3,2,51705
3,63,2,1,1,2,0,1,34470
1,65,1,1,4,1,1,1,63195
1,73,1,1,2,2,2,0,0
2,83,1,1,1,3,2,0,34470
1,41,2,1,3,1,1,1,24895
1,57,2,1,3,2,2,1,24895
2,89,2,1,1,2,2,0,18192.5
1,71,2,1,2,1,2,1,0
1,67,2,1,2,2,0,0,63195
5,29,2,1,2,2,2,2,10532.5
1,64,1,2,2,2,0,0,42130
1,63,2,1,2,1,0,1,0
1,28,2,1,2,2,2,1,18192.5
5,26,2,1,2,2,1,2,51705
1,28,2,1,2,2,1,1,28725
1,35,1,1,3,2,2,3,51705
5,42,2,1,1,2,2,2,16277.5
1,30,1,1,5,1,0,1,63195
1,74,2,1,2,2,3,2,34470
1,44,2,1,6,2,1,1,178712.4649
1,43,1,1,4,2,0,1,91920
1,82,2,1,3,1,1,0,28725
1,54,1,1,2,2,2,2,91920
1,74,2,1,2,1,0,0,0
1,40,2,1,5,2,2,1,76600
1,54,2,1,3,1,2,1,178712.4649
1,0,1,1,2,1,2,0,0
1,58,1,1,3,2,0,1,51705
5,52,1,1,3,2,3,2,51705
2,89,2,1,1,2,2,0,0
4,28,1,3,6,2,2,1,21065
5,31,2,1,4,1,2,1,3447
3,40,2,1,2,1,1,1,76600
1,35,2,1,2,2,0,2,51705
1,44,2,1,4,2,0,2,0
1,28,1,1,5,2,0,2,63195
1,30,2,1,5,1,2,1,34470
1,41,1,1,5,3,3,2,51705
1,39,1,1,3,1,3,1,42130
1,82,1,1,2,2,3,0,63195
1,59,2,1,2,2,2,2,91920
3,39,2,1,3,2,3,0,24895
2,76,2,1,1,3,0,0,18192.5
2,55,2,1,1,2,0,1,0
1,60,1,1,1,2,3,1,178712.4649
1,54,2,1,3,2,2,1,51705
1,34,2,1,5,1,0,2,63195
1,48,2,1,2,1,0,1,21065
1,64,2,1,2,2,0,1,8617.5
2,88,2,1,1,3,1,1,10532.5
1,51,2,1,2,1,1,1,34470
1,60,1,1,6,2,0,1,76600
1,71,2,1,2,2,0,0,16277.5
1,58,1,1,2,2,0,2,34470
1,47,1,1,2,2,0,3,5745
1,50,1,1,2,2,0,2,24895
1,65,2,1,2,2,0,1,34470
1,66,1,1,2,2,3,0,10532.5
1,57,1,1,2,2,0,2,21065
1,76,1,1,3,1,2,0,0
3,47,2,1,3,1,0,1,28725
5,75,2,1,1,1,2,0,12447.5
5,25,1,1,2,1,0,1,24895
5,31,2,1,3,2,2,2,2681
3,57,2,1,4,2,3,2,16277.5
1,53,1,1,6,1,1,1,91920
1,40,2,1,2,1,4,0,14362.5
1,61,2,1,2,2,2,1,42130
1,26,2,1,3,2,0,1,21065
4,33,2,1,4,3,3,4,6894
5,28,1,1,3,2,1,2,24895
1,41,2,1,3,1,3,1,0
3,64,1,1,2,1,0,0,24895
1,78,1,1,1,1,2,0,5745
3,72,2,1,1,2,4,0,10532.5
1,53,1,1,3,2,1,2,63195
1,70,2,1,2,2,3,0,63195
1,53,1,1,2,2,1,2,34470
1,51,1,1,2,2,3,2,34470
2,82,2,1,1,2,3,0,21065
1,65,1,1,2,3,0,0,24895
1,75,1,1,2,3,0,0,21065
1,68,1,1,2,2,2,1,34470
2,84,2,1,1,3,3,2,24895
1,69,1,1,2,1,2,0,0
1,51,1,1,3,1,0,1,51705
1,35,1,1,6,2,3,2,28725
3,45,1,1,3,2,0,2,34470
5,39,1,1,1,2,2,2,28725
3,39,2,1,3,2,2,1,10532.5
1,59,2,1,2,2,0,0,16277.5
1,30,2,1,4,1,0,1,3447
3,38,2,1,5,2,0,1,34470
1,58,2,1,5,2,0,0,51705
2,83,2,1,1,2,2,0,16277.5
1,67,2,1,2,2,2,0,18192.5
1,29,2,1,5,1,1,1,51705
1,26,2,1,5,2,0,1,0
5,28,2,1,4,2,0,2,21065
1,51,1,1,5,2,3,0,21065
1,76,1,1,2,1,0,0,34470
2,79,1,1,2,2,3,0,16277.5
1,61,1,1,3,1,4,0,10532.5
1,56,1,1,2,2,0,0,28725
5,74,1,1,2,2,4,0,34470
1,49,1,1,4,3,0,0,18192.5
1,44,1,1,5,2,1,1,51705
2,78,1,1,1,1,1,0,10532.5
3,41,2,1,4,2,2,1,24895
2,79,2,1,1,2,2,0,1532
3,51,1,1,2,2,2,2,21065
1,33,1,1,4,2,0,2,42130
1,57,1,1,2,2,2,2,42130
1,58,2,1,2,3,3,0,51705
3,68,2,1,1,2,1,0,8617.5
5,40,1,2,4,2,2,1,28725
5,35,1,1,2,2,0,2,21065
3,60,1,1,1,3,0,0,8617.5
3,51,2,1,4,1,0,1,51705
3,42,2,1,2,2,1,1,34470
1,51,2,2,3,2,2,2,91920
1,69,2,1,2,2,2,0,1532
3,56,2,1,2,2,0,2,5745
1,75,2,1,2,2,1,2,34470
1,67,2,1,2,2,4,0,24895
1,58,2,1,3,1,2,1,8617.5
1,55,1,1,3,2,0,1,34470
1,35,1,1,4,1,1,1,34470
1,23,2,1,4,2,3,1,42130
3,78,1,1,1,2,1,0,6894
1,54,2,1,5,1,2,2,28725
1,39,1,1,4,2,3,2,51705
1,71,2,1,2,1,0,0,42130
5,33,1,1,2,3,3,1,383
1,56,2,1,2,2,0,2,28725
1,39,1,2,4,1,3,0,24895
5,48,2,1,4,2,2,2,28725
3,59,2,1,1,2,1,1,42130
4,70,1,1,5,3,3,0,10532.5
3,73,1,3,1,2,1,0,8617.5
4,60,2,1,1,1,3,1,2681
1,50,2,1,2,2,1,2,76600
1,54,1,1,5,1,0,1,76600
1,70,2,1,2,1,0,0,34470
5,23,1,1,2,2,2,1,107240
5,52,2,1,2,1,0,1,28725
1,35,1,1,5,2,0,2,34470
3,49,2,1,1,2,0,1,16277.5
1,73,2,1,2,1,1,0,42130
1,53,2,1,4,2,0,2,178712.4649
3,72,1,1,1,3,1,0,0
1,63,2,1,2,2,2,1,0
1,25,1,1,4,2,4,1,21065
1,25,2,1,5,2,0,1,18192.5
1,84,1,1,2,2,4,0,16277.5
3,55,2,1,3,2,3,0,34470
1,54,2,1,2,2,3,1,42130
3,80,1,1,2,2,0,0,10532.5
1,56,2,1,2,1,1,2,178712.4649
1,48,2,1,3,2,0,2,76600
1,45,1,1,6,1,0,1,178712.4649
1,0,1,1,1,2,0,3,107240
3,72,1,1,1,2,4,0,12447.5
1,48,1,1,6,1,1,1,178712.4649
4,0,1,2,1,2,3,4,0
2,64,2,2,1,2,1,2,18192.5
1,44,2,1,4,1,2,2,51705
3,61,2,1,1,2,0,0,18192.5
1,26,1,1,5,1,0,1,51705
5,51,2,2,2,2,0,3,28725
1,71,1,1,2,2,0,0,34470
1,59,2,1,2,2,1,3,107240
3,41,2,2,6,3,3,1,8617.5
4,68,2,2,1,1,3,0,8617.5
2,60,2,2,1,2,3,1,4979
4,72,1,2,1,2,0,0,8617.5
1,49,1,2,4,1,0,2,51705
4,34,1,3,4,2,4,4,18192.5
3,59,1,1,1,2,0,0,34470
1,56,1,1,2,1,0,1,24895
1,38,2,1,5,2,0,3,76600
3,69,1,1,1,2,3,0,12447.5
1,57,2,1,2,2,3,0,18192.5
1,67,1,1,3,2,1,0,107240
1,69,1,1,2,2,0,1,51705
5,26,1,2,4,2,2,3,28725
5,32,1,2,3,2,0,3,21065
1,61,1,2,3,3,3,0,51705
1,57,2,1,2,1,2,1,16277.5
1,70,2,2,3,2,0,0,0
1,34,1,2,4,3,0,0,0
5,61,1,1,1,2,0,0,34470
5,23,2,2,3,2,1,4,76600
5,61,1,1,1,2,2,3,34470
2,71,1,2,2,3,0,0,8617.5
5,69,1,2,1,3,3,0,6894
3,62,2,2,1,2,0,2,14362.5
1,39,2,1,3,1,2,1,51705
4,33,2,2,3,1,0,1,10532.5
5,34,1,1,4,2,0,0,0
1,60,2,1,3,2,3,0,34470
4,36,2,2,1,2,2,1,0
1,38,2,1,4,1,2,1,76600
1,32,1,1,5,2,0,1,34470
5,48,1,1,4,2,0,3,21065
2,58,2,1,3,3,0,3,21065
3,41,2,1,6,2,3,1,51705
5,24,1,1,1,1,3,1,42130
3,65,1,1,1,2,2,1,10532.5
1,41,2,1,5,1,3,2,14362.5
4,38,1,1,1,2,1,2,28725
2,66,2,1,1,2,2,0,8617.5
5,39,1,1,1,2,0,1,18192.5
5,30,1,1,2,3,2,3,18192.5
4,67,1,1,1,1,3,0,18192.5
2,0,2,2,1,2,0,0,3447
2,57,2,2,1,2,0,2,51705
1,66,1,1,2,1,3,0,42130
1,39,2,1,3,1,1,1,51705
1,39,2,1,6,2,2,2,34470
1,45,2,1,7,3,3,3,18192.5
4,45,2,1,2,1,0,1,3447
1,63,1,1,2,1,0,1,5745
1,64,2,2,2,3,2,2,16277.5
2,85,2,1,1,2,0,0,10532.5
4,36,2,1,2,2,0,1,18192.5
2,66,1,2,1,2,0,0,16277.5
3,51,2,2,3,3,4,1,34470
1,55,2,1,2,1,0,1,51705
1,30,2,1,4,2,0,1,76600
2,76,2,2,1,2,3,1,10532.5
3,61,1,1,1,2,3,0,10532.5
5,54,1,1,1,2,0,0,4979
2,59,1,1,4,2,0,2,42130
3,57,2,1,1,2,3,3,51705
5,24,2,3,3,2,2,3,12447.5
1,70,1,1,2,2,4,0,12447.5
5,69,2,1,1,1,1,0,0
1,40,2,1,3,1,0,1,63195
1,83,2,1,2,1,2,0,34470
1,61,1,1,3,1,2,2,91920
1,32,1,3,4,2,0,2,76600
1,40,2,1,2,1,2,3,24895
1,50,2,1,4,1,0,1,76600
3,45,1,1,2,2,2,1,24895
5,23,1,2,7,2,2,1,21065
1,36,2,1,5,2,2,2,91920
1,65,2,1,2,1,2,4,51705
1,58,1,1,2,1,0,1,42130
1,32,2,1,3,1,0,1,63195
1,55,2,1,2,2,2,1,91920
1,75,2,1,2,1,1,0,24895
1,0,2,1,3,1,0,1,91920
1,69,1,1,2,2,2,2,34470
1,65,1,1,2,1,3,1,178712.4649
1,80,1,1,2,2,3,0,21065
3,64,2,1,1,2,2,0,21065
3,46,1,1,1,2,3,2,16277.5
3,49,1,1,2,1,3,1,24895
5,36,1,1,1,2,2,1,34470
2,64,1,1,1,2,0,0,91920
2,69,1,1,1,2,2,0,24895
1,48,1,1,2,1,2,2,51705
1,35,2,1,5,2,0,3,24895
1,0,2,1,4,2,0,1,0
1,54,2,1,4,2,2,0,178712.4649
1,36,2,1,5,2,0,2,28725
5,31,1,1,1,1,1,1,63195
4,54,2,1,2,2,0,1,24895
1,57,1,1,4,1,2,1,28725
1,51,1,1,2,1,1,1,0
3,64,2,3,1,3,0,1,5745
1,84,2,1,2,1,3,0,18192.5
3,40,1,1,3,1,1,1,107240
1,36,2,1,4,1,2,2,107240
1,34,1,1,6,1,0,2,91920
5,45,2,1,1,2,2,0,0
1,33,2,1,5,2,3,2,42130
1,39,1,2,4,1,2,1,63195
1,57,2,1,5,2,3,2,42130
2,84,2,1,2,2,4,0,21065
4,51,2,1,1,3,3,2,5745
3,53,2,1,4,2,0,1,10532.5
1,71,1,1,3,1,0,0,14362.5
1,79,2,1,3,2,0,0,18192.5
1,30,2,1,5,2,3,0,34470
5,56,2,3,1,3,4,0,5745
1,31,1,1,5,2,2,3,28725
4,37,1,3,2,2,1,1,42130
1,73,2,2,2,1,3,1,24895
4,87,1,1,1,2,1,0,42130
3,38,1,3,3,3,0,3,178712.4649
5,30,2,1,5,2,0,2,51705
4,85,2,1,1,3,3,0,12447.5
3,55,1,1,1,2,2,2,12447.5
5,55,2,1,1,2,0,1,28725
1,62,1,1,2,2,0,3,34470
1,28,1,1,3,2,1,2,28725
1,31,2,1,4,1,2,2,42130
3,79,2,1,1,1,2,0,2681
1,40,1,1,7,2,0,2,51705
3,59,2,1,1,2,1,2,28725
3,72,1,1,1,1,0,1,21065
3,66,1,1,1,1,1,0,28725
2,86,2,1,1,2,0,0,14362.5
2,87,2,1,1,1,1,0,0
1,53,2,1,2,2,0,2,63195
1,75,2,2,6,1,2,1,21065
1,46,2,3,5,2,1,1,178712.4649
5,24,1,1,2,2,0,1,51705
3,54,2,1,1,2,3,1,42130
1,0,2,3,3,2,0,1,91920
5,23,1,1,7,2,2,2,383
5,26,1,2,1,3,1,2,24895
1,41,2,1,3,2,3,1,178712.4649
3,64,2,2,2,2,2,1,28725
3,47,2,2,2,2,0,1,16277.5
3,38,1,1,3,2,3,2,42130
1,47,2,1,3,2,1,1,178712.4649
3,35,1,1,2,1,2,1,178712.4649
1,83,1,1,2,1,2,0,51705
1,46,2,2,6,1,2,2,51705
1,43,2,1,6,2,1,1,178712.4649
5,27,1,2,2,1,2,1,24895
1,34,2,1,6,1,2,1,51705
3,76,2,1,3,3,0,0,91920
1,39,2,1,4,1,1,2,178712.4649
1,59,2,1,2,1,0,1,63195
5,57,2,1,1,2,2,2,24895
2,89,2,1,1,3,4,0,0
2,79,2,1,1,1,0,1,21065
1,69,2,1,2,2,3,0,16277.5
1,53,1,1,2,1,0,1,107240
1,64,2,1,2,2,3,0,63195
2,67,2,1,1,1,0,1,51705
1,46,2,3,4,2,2,1,63195
1,45,2,1,3,2,0,1,63195
1,53,2,1,2,1,1,1,76600
1,34,1,2,5,1,1,1,178712.4649
1,25,2,1,3,1,1,1,34470
5,37,2,1,6,2,2,2,42130
1,34,2,1,4,1,0,2,76600
5,33,2,2,10,2,1,2,76600
2,82,2,1,2,1,4,0,8617.5
3,53,1,1,2,2,0,1,51705
1,58,2,1,2,2,0,1,76600
1,66,2,1,3,3,3,0,51705
5,0,1,3,1,2,0,2,0
5,25,2,1,2,2,0,3,18192.5
4,0,2,2,1,3,3,0,12447.5
2,83,2,1,1,3,0,0,10532.5
5,42,1,2,1,2,0,0,0
3,48,2,2,1,3,3,2,63195
2,82,2,2,1,3,2,0,14362.5
1,33,2,2,4,2,2,2,0
4,44,2,2,3,1,1,2,12447.5
5,30,2,2,5,2,0,2,28725
5,23,1,3,3,2,3,0,42130
1,0,1,2,2,2,2,3,0
5,30,2,1,4,3,4,1,0
2,82,2,1,1,2,3,0,10532.5
2,0,2,1,1,2,0,0,0
1,53,1,3,2,1,2,3,34470
5,37,1,1,1,1,0,3,76600
1,58,1,1,2,1,1,1,42130
2,89,2,2,1,1,1,0,8617.5
5,25,2,2,6,2,0,2,5745
5,28,2,1,3,2,1,0,178712.4649
5,23,2,1,1,2,1,0,0
3,45,1,1,2,2,0,3,14362.5
1,36,1,1,2,1,2,1,178712.4649
1,80,2,1,2,1,1,0,0
5,59,1,1,2,2,2,1,91920
1,0,1,1,2,2,0,2,178712.4649
3,86,2,1,1,3,1,2,51705
1,49,1,1,3,1,2,1,107240
2,85,2,1,1,1,0,0,51705
1,71,1,1,2,1,1,0,178712.4649
5,0,1,1,2,2,1,2,28725
5,35,1,3,2,2,0,2,91920
5,23,1,1,4,3,3,0,24895
1,68,2,1,2,2,0,1,63195
5,21,1,3,8,3,0,3,18192.5
1,39,2,3,2,2,3,3,178712.4649
3,66,1,2,1,3,3,0,21065
3,47,1,1,1,2,0,1,63195
1,42,2,3,8,3,0,1,63195
3,82,1,2,1,2,3,0,42130
1,51,1,1,4,2,0,2,178712.4649
5,24,2,1,1,3,2,3,8617.5
1,65,2,1,4,1,0,0,91920
3,74,1,1,2,2,0,0,42130
3,44,2,2,2,3,4,3,51705
1,56,2,2,2,1,3,1,107240
5,23,2,2,8,2,0,3,51705
1,44,2,3,4,1,0,1,6894
5,22,1,3,3,2,1,3,16277.5
1,36,1,1,4,2,2,2,178712.4649
1,46,2,1,4,1,2,1,91920
1,47,1,1,3,3,0,2,42130
5,30,1,1,4,2,0,2,383
1,48,1,1,6,2,0,2,34470
3,52,2,1,6,3,0,1,51705
1,42,1,1,4,1,1,1,178712.4649
1,44,2,1,2,2,2,1,91920
5,21,2,3,5,2,3,0,0
3,41,2,1,1,3,0,4,10532.5
1,60,1,1,3,1,1,1,178712.4649
1,48,1,1,5,3,0,2,63195
3,68,2,1,1,3,1,1,21065
5,50,2,1,2,1,2,3,107240
1,70,1,1,2,2,0,2,42130
5,40,1,1,1,2,2,2,0
5,24,2,2,1,2,0,2,4213
5,25,1,1,2,2,1,2,51705
5,43,2,1,2,2,2,1,76600
5,25,2,3,6,2,2,3,91920
2,82,2,1,1,2,0,0,12447.5
4,45,2,2,8,3,2,2,178712.4649
5,33,2,2,4,3,0,2,63195
1,41,2,2,10,1,2,1,76600
5,22,1,3,7,3,0,2,34470
1,57,1,3,3,1,2,1,8617.5
1,47,2,1,4,2,1,2,178712.4649
4,52,1,1,4,2,3,4,91920
1,71,2,1,2,1,0,1,51705
1,61,2,1,2,1,0,2,51705
5,52,2,1,1,3,2,3,51705
3,53,1,1,1,2,0,1,178712.4649
4,63,1,1,2,2,1,1,107240
1,52,2,1,3,2,2,1,178712.4649
1,53,2,1,3,2,2,1,178712.4649
5,42,1,1,1,2,1,1,76600
5,61,1,1,1,2,2,0,51705
1,38,1,1,3,1,0,1,76600
3,67,2,1,2,1,1,0,0
1,35,2,1,4,2,2,1,21065
5,26,2,1,3,2,0,2,63195
5,38,1,3,5,2,1,2,21065
1,34,2,1,2,1,2,2,76600
3,70,1,1,1,2,2,2,178712.4649
1,65,1,1,3,2,2,1,42130
1,54,1,3,1,3,0,1,28725
1,39,2,1,3,2,1,1,42130
1,37,2,1,4,2,2,2,63195
1,53,1,1,2,1,3,1,107240
1,30,1,1,4,2,2,2,0
1,41,2,1,3,2,0,0,10532.5
1,49,1,1,3,1,1,1,76600
5,22,1,1,3,2,0,4,178712.4649
1,72,2,1,2,1,0,0,16277.5
1,32,1,1,4,1,2,1,91920
1,27,1,1,7,1,0,1,51705
1,38,1,1,4,1,1,2,34470
1,52,1,3,4,1,0,1,42130
5,57,2,3,1,3,1,3,16277.5
1,31,1,2,5,1,2,2,76600
5,22,2,3,3,1,0,1,76600
3,43,2,2,3,1,2,0,34470
1,42,2,1,4,2,0,2,178712.4649
5,78,1,1,1,2,3,1,178712.4649
5,25,1,3,4,2,0,2,34470
5,51,1,1,2,3,2,4,5745
5,31,1,1,2,1,0,1,107240
1,58,2,1,2,1,1,1,178712.4649
5,26,1,1,7,3,0,0,51705
1,62,1,1,2,1,2,2,34470
1,54,1,1,4,1,3,1,0
5,67,2,1,2,2,1,0,34470
5,25,2,1,1,2,0,2,24895
1,48,1,1,4,1,2,1,76600
1,36,1,1,2,1,2,1,63195
5,31,2,1,2,1,0,2,34470
1,35,1,1,5,2,2,1,76600
3,36,2,1,1,2,2,2,24895
5,26,1,1,5,2,1,1,34470
5,27,1,1,2,1,0,1,51705
3,43,2,1,2,2,0,2,107240
2,50,2,1,1,1,1,2,107240
5,30,1,1,1,1,1,1,34470
5,36,2,3,1,1,2,1,76600
1,69,1,3,2,1,0,1,76600
1,66,2,1,2,1,2,0,91920
3,82,1,1,1,1,0,0,178712.4649
1,54,1,1,3,1,2,1,76600
5,26,1,2,2,3,3,2,2681
5,44,2,2,2,2,2,2,63195
5,37,1,2,1,3,2,3,28725
5,46,1,2,5,2,0,2,42130
1,62,2,2,6,3,3,0,76600
5,30,1,2,4,2,0,1,6894
5,29,1,1,1,2,4,2,21065
1,36,2,1,3,2,2,2,24895
5,20,2,3,4,2,0,0,2681
1,37,2,1,5,3,3,2,42130
4,31,2,3,5,1,3,2,24895
3,65,2,2,6,2,0,2,107240
2,82,2,2,1,2,3,0,10532.5
5,54,1,1,1,1,0,3,28725
3,72,2,1,1,1,1,0,34470
5,37,1,3,1,3,1,3,178712.4649
1,43,2,1,5,2,3,2,178712.4649
5,26,2,2,2,2,2,2,24895
1,62,1,1,3,2,2,1,91920
3,57,1,1,1,3,3,2,76600
5,25,1,1,5,2,2,2,0
2,70,2,1,1,2,2,0,0
5,24,2,1,3,1,0,1,28725
3,57,1,1,1,2,1,3,28725
1,77,1,3,2,2,0,1,51705
3,68,1,1,2,2,2,1,51705
2,78,2,1,1,1,1,0,42130
1,81,1,1,2,3,0,0,42130
1,31,2,1,4,1,0,1,76600
1,50,2,1,3,3,3,3,91920
1,56,1,1,3,2,3,1,91920
1,0,1,1,2,3,2,0,0
1,60,2,1,2,2,2,1,91920
1,48,2,1,4,2,0,1,63195
1,38,2,2,4,2,2,4,63195
3,60,2,1,3,1,1,1,21065
3,42,2,1,2,2,0,1,8617.5
1,61,1,1,2,1,2,2,76600
2,82,2,1,1,2,0,1,16277.5
1,45,2,1,4,2,0,1,51705
2,75,2,1,1,3,0,0,34470
1,29,2,1,4,1,1,1,51705
1,75,1,1,2,2,0,0,76600
1,62,2,1,2,1,1,0,107240
3,44,2,1,4,1,3,1,63195
5,53,1,1,1,2,0,1,76600
5,23,1,1,1,1,0,2,4979
5,32,2,1,2,3,0,1,5745
1,57,2,1,3,2,0,2,63195
1,37,2,3,4,2,1,2,63195
2,0,2,1,1,2,1,1,0
3,69,1,1,2,2,2,1,178712.4649
5,22,2,1,3,2,0,3,76600
1,78,1,1,2,2,2,0,178712.4649
2,72,2,1,1,1,0,1,178712.4649
3,62,1,1,1,1,1,1,178712.4649
5,49,1,1,2,1,1,1,34470
5,0,2,1,1,2,0,1,76600
2,77,2,1,1,2,2,0,76600
1,40,1,1,8,1,2,1,18192.5
1,27,2,1,8,3,3,3,34470
3,65,2,1,2,1,2,1,24895
1,64,1,2,2,3,0,2,34470
4,30,2,2,4,2,2,0,42130
1,63,1,2,2,2,2,2,107240
1,49,1,2,4,1,2,1,178712.4649
3,57,2,1,2,2,3,2,16277.5
1,50,2,2,3,2,2,0,63195
1,51,1,1,3,2,0,2,178712.4649
5,22,1,3,5,1,2,0,21065
5,26,1,3,4,2,1,3,0
5,26,1,1,3,2,0,3,18192.5
5,29,1,1,2,1,2,1,34470
1,50,1,1,2,2,2,2,0
3,56,2,1,2,1,1,2,42130
1,66,2,1,2,2,0,0,91920
3,75,1,1,1,2,0,0,2681
1,32,1,1,6,3,0,1,42130
3,41,1,1,4,2,0,4,21065
5,52,1,1,1,1,0,1,51705
1,67,1,3,3,2,2,1,178712.4649
1,53,2,1,2,1,0,1,76600
5,31,1,1,2,2,2,2,63195
1,74,2,1,2,3,2,0,178712.4649
1,70,1,2,2,3,0,0,63195
1,43,1,1,3,2,1,1,0
1,65,1,1,2,1,2,0,91920
1,64,1,1,2,1,0,2,178712.4649
5,54,2,3,1,3,1,0,18192.5
1,41,2,1,3,2,2,1,76600
1,48,1,3,2,3,0,2,21065
5,47,1,1,1,2,2,2,51705
4,74,1,1,1,2,3,0,21065
2,79,2,3,2,2,0,0,0
1,28,2,1,3,3,2,1,0
3,50,1,1,2,1,1,1,63195
1,67,1,1,5,2,0,0,34470
2,84,1,2,1,2,3,0,28725
2,53,1,2,1,1,0,2,28725
5,48,2,2,2,2,2,0,16277.5
1,46,1,2,5,2,3,2,24895
5,42,2,2,3,2,0,2,34470
3,58,1,1,1,2,0,0,51705
2,81,2,1,1,3,1,0,14362.5
1,45,2,2,5,2,1,4,63195
5,39,2,2,1,3,0,4,0
5,32,2,3,4,2,1,2,42130
2,73,1,1,2,2,4,0,18192.5
5,42,2,2,3,2,2,1,51705
5,29,1,3,1,1,2,2,42130
2,81,2,1,3,2,0,0,16277.5
5,36,1,1,3,2,1,1,51705
1,69,2,1,2,2,0,1,107240
5,83,1,1,1,3,0,0,76600
1,58,2,1,6,2,0,2,51705
5,33,1,1,2,2,0,1,0
5,27,2,1,2,2,1,1,76600
5,29,1,1,3,1,1,1,42130
3,53,1,1,1,1,0,2,42130
5,21,2,1,6,3,0,1,0
1,55,2,1,4,2,0,1,107240
3,55,2,1,1,2,1,2,5745
3,42,2,2,4,2,0,2,21065
5,61,1,1,2,2,2,0,42130
1,56,2,1,2,2,2,1,14362.5
1,57,1,2,2,2,0,1,51705
1,31,1,1,4,1,2,2,24895
3,68,1,2,1,1,0,0,6894
3,79,1,2,1,1,1,0,4213
1,47,2,1,3,1,2,2,12447.5
3,56,1,1,4,3,2,1,0
3,42,1,1,3,3,2,3,16277.5
1,62,2,3,7,2,0,3,0
1,43,2,1,6,1,0,1,42130
1,72,2,1,3,1,3,0,76600
1,56,1,1,2,1,0,2,76600
3,39,2,1,3,2,3,1,42130
5,67,1,1,1,2,0,0,21065
3,22,2,1,4,1,1,1,42130
1,45,2,2,4,1,3,3,42130
3,61,1,2,1,3,0,0,24895
5,49,1,2,1,3,0,1,28725
1,69,1,1,2,1,2,1,178712.4649
3,58,2,1,5,2,2,2,34470
1,67,2,1,2,2,2,2,42130
5,23,2,2,3,3,0,3,8617.5
5,56,2,3,1,3,4,0,6894
2,64,2,2,1,3,0,0,8617.5
3,51,2,3,1,2,3,3,4979
5,49,1,2,4,2,1,1,2681
5,52,1,2,3,3,2,1,24895
3,53,2,1,1,2,3,2,2681
3,56,1,1,2,2,0,1,5745
2,0,2,1,0,2,0,0,0
5,47,1,1,1,2,0,4,14362.5
5,23,2,2,2,2,2,0,0
1,72,2,2,3,2,2,0,63195
1,30,1,1,2,2,0,2,91920
3,46,2,3,2,2,3,3,24895
4,27,2,1,3,1,3,2,6894
5,28,1,2,4,3,1,4,0
1,64,1,1,2,2,0,0,18192.5
1,45,2,1,3,2,2,1,28725
5,36,2,2,4,3,2,1,14362.5
1,47,1,1,4,2,3,2,51705
5,24,1,1,4,1,2,2,0
1,39,1,1,4,2,0,2,21065
5,31,2,1,4,1,1,1,21065
5,39,2,1,1,2,3,0,16277.5
5,39,2,2,3,3,2,2,18192.5
2,71,2,1,3,2,0,0,107240
1,58,2,1,2,1,2,1,42130
5,39,2,2,4,1,0,2,51705
1,37,2,1,6,1,2,1,12447.5
