marital,age,sex,race,hompop,happy,health,satjob,fincome
2,89,2,1,1,3,3,0,10532.5
2,86,1,1,1,2,0,0,21065
1,34,2,1,5,2,1,1,16277.5
3,45,1,1,2,3,4,0,24895
1,81,1,1,4,0,0,0,0
1,45,1,1,5,2,1,2,91920
1,42,1,1,3,2,2,1,42130
3,43,1,1,1,3,3,1,51705
1,47,1,1,5,2,0,2,76600
1,59,2,1,2,2,3,0,76600
5,33,2,1,6,2,3,1,8617.5
5,22,2,1,2,1,1,0,2681
5,30,1,1,1,2,0,2,28725
1,32,1,1,2,2,1,2,51705
2,89,1,1,1,1,1,0,10532.5
5,25,1,3,5,2,0,1,0
5,62,1,1,1,2,2,1,21065
5,35,1,1,4,1,0,2,76600
1,62,1,1,2,2,2,0,21065
1,51,2,1,4,2,0,2,76600
1,61,1,1,2,2,2,1,91920
1,28,2,1,2,1,1,0,91920
2,86,2,1,1,1,3,0,16277.5
3,85,2,1,1,2,3,0,0
1,60,2,1,2,2,3,2,51705
1,44,1,1,4,2,0,1,63195
5,21,2,1,2,2,1,2,6894
5,28,1,1,1,2,0,4,34470
1,47,1,1,3,2,3,2,63195
1,51,1,1,2,1,2,2,107240
1,53,2,1,2,1,2,1,91920
1,41,2,1,4,2,1,1,34470
1,39,1,1,4,2,0,2,42130
1,42,1,1,3,2,2,2,63195
3,49,1,1,2,3,2,2,18192.5
1,50,2,1,2,1,0,2,34470
1,54,1,1,2,1,2,1,63195
1,43,2,1,3,2,2,1,34470
5,22,2,1,3,2,0,1,63195
5,37,2,1,4,1,2,1,2681
1,37,2,1,4,2,0,2,24895
1,41,1,1,4,1,3,0,24895
5,30,1,1,1,2,0,2,16277.5
1,55,2,3,3,2,1,2,21065
3,46,2,3,3,2,0,1,8617.5
1,27,2,1,2,2,2,1,51705
3,65,1,1,1,2,1,1,28725
1,65,1,1,2,1,0,2,42130
1,70,2,1,2,1,2,0,51705
5,27,1,1,3,2,0,2,91920
1,33,1,1,2,1,2,1,51705
1,37,1,1,6,3,3,3,91920
5,23,2,1,1,1,1,1,28725
3,64,1,1,1,1,0,1,51705
5,29,1,1,1,2,2,1,24895
1,43,2,1,2,1,0,2,76600
5,45,2,1,1,2,2,2,12447.5
1,64,2,1,2,1,2,0,42130
3,76,1,1,1,2,1,0,24895
3,47,1,1,1,3,0,2,76600
1,21,2,1,2,1,2,1,16277.5
3,36,1,1,1,1,1,1,34470
1,39,2,1,4,1,1,1,63195
1,30,1,1,4,1,0,1,178712.4649
1,53,2,2,4,2,2,2,107240
5,58,1,3,1,2,4,0,5745
5,47,1,1,1,2,0,2,12447.5
5,34,1,1,2,2,1,2,21065
3,58,2,2,1,3,4,0,4979
5,64,1,1,1,3,0,0,5745
5,30,1,1,4,1,1,1,28725
1,52,2,1,2,2,0,1,51705
1,72,1,1,4,2,2,0,42130
1,51,1,1,2,1,3,2,76600
1,39,1,3,4,2,2,1,76600
4,49,2,1,1,2,2,3,28725
5,22,2,2,3,2,0,3,0
4,51,1,2,1,3,4,0,10532.5
5,33,1,2,4,2,2,2,21065
1,69,2,2,2,2,2,0,0
1,48,2,3,2,1,1,1,91920
5,28,2,1,4,2,0,1,14362.5
3,66,2,1,1,2,2,2,91920
1,55,2,1,2,2,0,1,51705
3,45,2,1,1,2,2,1,42130
3,51,1,1,3,2,0,2,51705
1,55,2,2,4,3,2,2,18192.5
1,39,1,2,5,1,0,1,34470
5,53,2,2,3,1,3,3,0
1,67,1,1,2,2,3,0,10532.5
4,37,2,2,5,1,0,3,0
5,20,2,1,4,1,0,0,178712.4649
5,23,1,1,4,1,1,1,178712.4649
1,64,2,1,2,1,1,1,0
1,56,2,1,2,2,4,0,0
4,59,1,1,1,0,3,0,8617.5
5,26,1,1,2,2,0,2,8617.5
2,81,2,1,1,2,0,1,12447.5
2,67,1,1,1,3,2,0,24895
5,53,2,1,1,2,3,1,21065
1,39,2,1,4,1,0,1,63195
1,38,1,3,4,1,2,1,42130
2,89,2,1,1,1,0,0,10532.5
4,53,2,1,2,2,0,1,2681
1,60,2,3,2,1,2,1,3447
1,22,2,1,2,1,2,0,63195
4,49,1,2,3,3,0,1,8617.5
1,59,2,1,2,1,2,1,0
1,33,2,1,4,1,2,1,63195
1,33,1,3,3,2,0,3,42130
4,77,2,1,1,3,3,0,0
3,34,2,3,5,2,0,2,14362.5
5,55,2,1,3,3,3,2,0
1,29,2,1,4,2,3,2,42130
1,51,1,2,5,1,2,2,21065
5,26,2,3,3,3,0,0,1532
1,79,2,1,1,1,3,0,0
5,20,2,1,3,1,0,1,0
5,24,1,1,2,2,0,0,34470
5,22,2,1,3,2,0,2,8617.5
3,26,1,1,5,2,2,3,28725
3,45,1,1,2,1,1,1,63195
5,44,1,1,1,1,0,2,12447.5
1,55,1,1,2,1,1,1,178712.4649
1,65,2,1,2,2,2,0,28725
1,58,2,1,2,1,0,0,178712.4649
5,20,2,1,2,1,3,0,383
5,37,1,2,3,2,0,0,4979
5,32,2,2,3,2,2,2,21065
1,58,1,1,2,1,2,1,76600
4,43,2,3,2,2,4,0,16277.5
1,57,1,1,2,1,0,2,28725
2,74,2,1,2,1,2,0,34470
1,67,1,3,2,1,2,0,91920
5,27,1,1,2,1,0,2,51705
3,55,2,1,1,3,1,1,8617.5
1,45,1,3,3,2,0,1,63195
5,42,2,3,3,2,2,1,28725
1,21,2,3,2,2,0,2,8617.5
4,28,1,1,2,2,1,1,76600
5,47,1,1,1,2,0,1,34470
5,25,2,1,2,2,2,0,18192.5
2,71,1,1,1,1,1,0,28725
3,46,2,3,2,1,0,2,51705
1,26,2,1,3,1,2,2,18192.5
1,71,1,1,2,1,0,0,34470
1,65,2,1,2,1,0,3,76600
4,35,1,3,3,3,2,1,34470
5,62,1,1,1,2,0,0,0
2,88,2,1,1,1,1,0,5745
1,37,1,1,4,2,3,1,178712.4649
1,46,2,1,5,1,1,2,178712.4649
1,55,2,1,4,1,0,1,76600
3,48,2,1,2,1,2,2,178712.4649
3,36,2,1,5,2,2,2,18192.5
5,25,1,1,2,1,1,1,51705
1,37,1,3,2,2,0,2,76600
1,59,2,1,2,2,0,3,63195
5,61,2,1,1,2,0,2,28725
5,61,1,1,1,2,2,1,10532.5
3,25,2,1,5,2,0,2,21065
5,63,1,1,1,2,2,1,18192.5
3,54,2,1,1,3,2,2,14362.5
1,39,1,1,6,2,0,1,18192.5
4,69,2,1,2,1,2,0,10532.5
1,28,2,1,3,2,2,1,16277.5
1,29,2,1,2,2,0,3,28725
1,85,2,1,3,1,1,0,51705
5,31,2,3,2,3,2,2,16277.5
4,34,2,1,4,2,1,1,21065
5,37,2,1,6,3,0,3,10532.5
1,46,2,3,3,2,2,2,0
5,30,2,3,3,2,0,4,12447.5
3,75,2,1,1,3,0,0,12447.5
1,55,1,3,2,2,0,1,28725
1,48,1,1,2,1,2,1,51705
3,82,1,1,1,1,1,0,10532.5
4,53,1,1,4,3,0,0,2681
1,32,2,1,4,1,2,1,0
1,32,2,3,6,2,0,1,42130
5,31,2,1,8,2,0,1,16277.5
5,25,2,3,2,1,2,1,42130
4,44,2,3,3,2,3,2,6894
3,54,1,1,1,2,3,0,18192.5
1,30,2,1,4,2,0,2,12447.5
1,76,1,1,2,1,2,0,10532.5
3,48,1,3,1,1,0,1,1532
5,33,1,1,5,3,2,2,16277.5
1,26,1,1,4,1,2,1,14362.5
5,26,1,3,4,3,2,0,10532.5
5,18,2,1,2,2,0,3,10532.5
2,61,1,1,2,3,4,0,4979
4,57,1,1,1,3,0,0,6894
1,36,2,1,2,1,1,1,76600
1,33,1,1,5,2,0,1,42130
1,50,2,3,5,2,3,4,34470
2,65,2,1,1,1,4,2,8617.5
3,50,2,1,5,3,0,2,12447.5
1,48,2,1,5,1,1,1,76600
3,80,1,3,3,2,3,0,24895
1,80,2,1,2,1,3,0,12447.5
1,70,2,1,2,2,2,1,28725
2,76,2,1,1,1,1,0,10532.5
3,69,2,1,2,1,1,1,28725
1,47,1,1,4,1,2,1,76600
1,68,1,1,2,1,0,1,51705
2,79,2,1,1,3,4,0,34470
3,67,2,1,1,2,2,0,5745
5,62,2,1,1,3,3,2,16277.5
3,58,2,1,2,2,0,0,8617.5
5,19,2,1,5,2,2,0,76600
1,35,1,1,5,2,2,3,34470
5,36,2,1,6,3,0,1,3447
1,86,1,1,2,2,2,1,0
1,63,2,1,2,2,3,2,178712.4649
5,22,1,1,1,2,2,3,6894
5,23,2,1,2,2,0,0,0
5,19,2,1,1,2,2,0,383
1,51,2,1,5,2,2,1,63195
1,82,1,1,2,3,0,0,8617.5
5,27,1,1,2,2,2,0,24895
1,68,1,1,2,2,2,0,24895
5,23,2,1,3,1,0,0,42130
1,38,1,1,4,2,1,1,24895
1,65,2,1,2,2,1,0,76600
2,72,1,1,2,2,3,0,28725
2,80,1,1,1,2,4,0,10532.5
1,34,2,1,2,1,2,1,28725
4,56,1,2,3,2,1,1,14362.5
1,57,2,3,2,1,1,3,63195
5,61,1,1,1,2,0,1,0
1,53,1,3,2,2,3,1,0
1,79,1,1,2,2,1,0,21065
3,46,2,1,1,2,0,1,10532.5
1,45,2,1,4,2,2,1,0
3,50,2,1,1,2,0,1,5745
3,63,1,1,1,1,1,1,8617.5
5,38,2,1,1,2,0,2,12447.5
3,51,2,2,2,3,3,0,0
2,62,2,1,1,2,0,3,34470
3,47,1,1,2,1,4,1,8617.5
5,29,2,1,4,3,3,3,21065
3,37,2,1,2,2,0,1,42130
1,39,1,1,3,1,2,1,51705
3,46,2,1,2,2,2,1,63195
5,55,1,1,1,2,0,2,24895
5,27,1,1,2,2,0,1,6894
5,45,2,1,2,1,3,0,6894
1,71,2,1,3,1,1,0,76600
2,74,2,1,1,3,4,0,6894
5,18,2,1,4,3,0,0,107240
2,67,2,1,1,2,1,0,10532.5
1,49,1,1,3,1,1,1,91920
3,74,1,1,1,1,0,1,0
1,67,1,1,3,2,1,2,42130
1,35,2,1,4,3,2,3,14362.5
5,36,1,1,1,2,0,2,24895
1,58,2,1,4,1,2,1,28725
5,21,2,1,5,2,1,2,63195
5,21,1,1,5,2,0,1,12447.5
5,43,2,1,4,2,2,2,0
1,41,1,1,6,2,0,2,34470
1,44,1,1,5,3,2,1,28725
3,51,2,1,1,3,3,0,4979
5,22,1,1,4,2,0,2,0
1,30,2,1,3,3,2,1,21065
5,18,1,1,2,2,0,1,4213
3,73,2,3,2,2,2,2,0
1,38,2,1,2,3,0,1,21065
1,87,1,1,2,1,3,0,383
3,39,2,2,1,2,0,3,10532.5
2,74,2,3,1,2,2,0,1532
1,31,2,1,2,1,2,1,28725
1,37,1,1,2,2,2,1,42130
1,31,2,1,2,0,2,1,42130
1,24,1,1,2,2,1,1,21065
1,32,1,1,2,1,2,1,51705
1,50,1,1,2,1,0,1,178712.4649
5,20,2,1,3,3,0,0,0
3,71,2,1,1,2,2,0,6894
2,88,2,1,2,1,0,0,51705
5,24,2,1,4,1,2,1,16277.5
4,56,2,3,2,3,3,2,1532
1,56,1,1,4,2,0,3,178712.4649
1,49,2,1,2,2,3,3,18192.5
1,48,1,1,1,1,2,1,0
1,59,1,1,4,2,2,2,51705
2,82,2,1,1,2,0,0,0
1,65,2,1,2,2,0,1,28725
1,79,2,3,2,2,2,0,21065
1,49,1,1,2,1,2,1,107240
1,36,2,1,5,2,2,1,76600
1,55,1,2,3,2,1,1,178712.4649
3,59,1,1,2,2,0,0,8617.5
1,52,2,1,5,1,1,1,24895
5,74,2,1,1,1,1,0,42130
1,33,1,1,3,1,1,2,63195
1,44,1,1,2,2,0,2,91920
1,48,2,1,5,1,1,0,91920
1,32,2,1,3,1,2,1,63195
1,39,2,1,3,1,2,1,63195
3,39,2,2,5,1,0,2,91920
1,54,2,1,3,2,2,2,91920
1,71,2,1,2,2,2,0,91920
5,35,2,2,4,2,4,2,63195
1,38,1,3,6,1,1,1,63195
3,52,2,1,1,1,0,1,10532.5
1,73,2,1,3,2,2,1,34470
2,75,2,1,1,2,0,0,21065
2,89,2,3,2,2,3,0,10532.5
3,46,1,1,2,2,4,2,51705
3,37,2,1,4,2,0,2,0
2,84,2,1,1,3,2,2,12447.5
1,55,2,1,2,1,3,2,0
2,73,1,1,3,1,2,0,24895
1,41,1,1,2,1,1,2,34470
3,51,2,1,3,2,3,1,8617.5
3,65,1,1,1,2,4,0,18192.5
1,58,1,1,2,2,4,0,8617.5
2,71,2,1,1,2,0,0,18192.5
3,32,2,1,3,3,3,1,21065
5,43,2,2,4,2,2,2,34470
3,28,2,1,2,3,2,4,383
3,46,2,1,1,2,0,2,12447.5
1,49,2,1,2,2,3,2,0
1,75,2,1,2,3,3,1,42130
3,54,2,2,1,2,3,2,18192.5
5,52,2,2,1,3,3,1,1532
5,21,1,1,2,1,0,0,28725
5,32,1,3,1,2,0,1,14362.5
1,36,2,1,1,2,2,2,28725
1,80,2,1,2,1,0,1,16277.5
1,54,2,1,4,1,2,1,63195
3,63,1,1,1,2,0,1,6894
5,53,1,1,1,3,3,1,18192.5
2,62,2,1,1,3,0,3,8617.5
1,61,2,1,2,3,3,2,28725
1,75,2,1,2,1,0,0,24895
1,65,1,1,2,1,2,4,0
1,70,2,1,1,1,2,0,76600
2,78,1,1,1,2,4,0,4979
1,35,2,1,2,1,1,1,91920
1,70,1,1,2,2,2,0,63195
1,32,2,1,2,1,3,2,42130
1,78,1,1,2,1,1,0,0
2,86,2,1,1,1,4,0,16277.5
1,59,1,1,2,1,0,1,63195
5,27,1,1,1,3,2,4,0
1,60,1,1,2,1,0,2,178712.4649
5,23,2,1,2,2,2,2,4213
1,61,1,1,2,3,0,1,24895
3,65,1,1,1,2,4,0,6894
1,51,1,1,2,1,2,1,63195
3,38,1,1,1,1,2,1,51705
1,39,1,1,1,1,1,1,51705
3,25,2,1,3,3,4,3,8617.5
1,33,1,1,3,2,1,1,28725
5,30,1,1,3,2,0,1,21065
5,30,1,3,4,2,2,2,51705
1,36,1,1,5,2,2,1,28725
3,35,1,1,1,2,0,2,12447.5
4,23,2,3,3,1,0,3,8617.5
5,27,1,1,1,2,1,2,63195
2,75,1,1,1,2,0,0,21065
3,31,2,1,4,2,2,2,21065
3,41,2,2,3,2,2,2,21065
1,71,1,1,6,2,4,0,51705
2,80,2,1,1,2,2,1,0
1,33,2,1,2,2,0,1,24895
2,37,1,1,1,2,1,3,34470
1,44,1,1,6,2,0,1,63195
1,33,2,1,5,2,2,1,8617.5
1,45,2,3,3,1,0,1,34470
5,25,2,1,5,2,1,1,51705
5,26,2,1,1,2,1,2,28725
3,36,1,1,7,2,0,1,34470
1,86,1,1,2,2,3,0,51705
1,72,2,1,2,1,0,1,21065
5,36,2,3,8,3,1,2,14362.5
5,64,1,1,1,3,0,1,6894
1,49,2,3,7,2,3,1,51705
2,87,2,1,1,2,0,0,8617.5
1,52,2,3,2,1,1,1,0
5,24,2,3,2,2,0,3,2681
1,61,1,1,1,2,2,1,0
5,32,2,3,3,2,2,2,28725
1,42,1,1,5,1,0,1,76600
2,89,2,1,1,2,2,0,8617.5
2,59,2,1,1,1,2,1,91920
1,73,1,1,2,1,0,1,34470
1,70,2,1,2,1,2,0,0
1,48,1,1,4,1,1,1,51705
5,21,2,1,3,2,0,3,10532.5
1,26,2,1,6,2,3,2,18192.5
3,74,2,1,1,2,1,1,14362.5
3,68,1,1,1,2,1,0,8617.5
2,69,2,1,1,1,2,2,24895
1,59,2,1,2,1,3,1,21065
1,56,1,1,3,1,1,1,63195
1,60,1,1,2,2,1,1,63195
5,54,2,1,2,1,2,3,34470
5,34,2,1,4,2,0,2,12447.5
1,35,2,1,3,1,2,1,42130
3,61,2,1,1,1,2,1,51705
1,79,1,1,2,2,0,2,51705
1,78,2,1,2,2,2,1,21065
1,33,2,1,4,2,2,0,51705
5,39,1,1,2,1,3,1,12447.5
5,36,1,1,1,2,1,3,8617.5
5,32,2,1,1,2,2,0,14362.5
3,74,2,1,1,2,0,2,28725
3,61,2,1,1,2,2,2,28725
5,29,1,1,2,2,0,3,42130
1,32,1,1,4,1,1,2,91920
4,32,2,1,1,2,0,1,18192.5
1,29,2,1,6,1,1,1,63195
1,46,2,1,2,2,1,1,51705
5,28,2,1,3,2,0,1,16277.5
3,47,1,1,5,3,2,2,63195
5,26,1,1,2,3,2,1,24895
1,79,2,1,2,1,1,0,24895
1,39,2,1,2,2,0,1,34470
1,79,2,1,2,1,4,0,21065
1,57,2,1,3,2,0,1,178712.4649
3,49,1,1,1,3,3,0,5745
2,82,2,1,2,1,1,1,16277.5
1,55,1,1,4,1,0,1,0
5,51,1,1,1,3,2,2,42130
1,73,1,1,2,2,2,0,18192.5
1,78,1,1,2,2,0,1,16277.5
1,60,2,1,2,1,2,0,0
1,62,1,1,2,1,0,1,0
1,65,2,1,2,2,3,0,0
1,44,2,1,2,3,0,2,16277.5
1,20,2,2,3,1,0,4,1532
1,62,2,1,2,2,4,0,21065
5,55,1,1,2,2,2,1,16277.5
1,71,1,1,2,2,1,0,42130
1,71,1,1,2,2,2,0,0
5,33,2,1,1,1,0,1,42130
1,56,2,1,2,2,4,2,18192.5
1,44,2,1,4,1,1,1,91920
3,51,2,1,1,3,0,1,16277.5
1,64,1,1,2,1,4,0,10532.5
1,76,1,1,5,1,0,0,107240
3,54,1,1,1,3,3,1,0
1,56,2,1,2,2,0,1,107240
1,89,1,1,2,1,0,0,0
1,36,2,1,4,1,1,1,76600
2,87,2,1,2,2,3,0,42130
1,44,2,1,6,2,2,2,14362.5
1,26,1,1,2,2,1,1,91920
1,25,2,1,3,1,0,1,34470
1,60,2,3,2,3,3,2,18192.5
1,47,2,2,4,2,2,2,0
2,74,2,1,1,2,3,3,6894
5,28,2,2,3,3,2,3,21065
3,54,2,2,2,2,2,0,8617.5
2,66,2,2,1,2,0,1,76600
3,66,1,2,3,3,3,0,5745
3,31,2,1,4,2,1,2,1532
1,44,1,2,3,1,1,2,21065
1,45,1,1,4,2,2,1,21065
3,51,1,1,2,2,4,1,12447.5
3,61,1,2,1,1,3,0,16277.5
5,23,1,2,1,2,1,2,21065
4,33,1,1,6,1,3,1,18192.5
1,77,1,1,2,1,4,0,0
5,28,1,1,1,2,2,3,16277.5
1,55,2,2,2,1,0,1,12447.5
1,56,1,1,2,1,2,1,42130
5,29,1,3,3,2,3,3,18192.5
5,19,2,1,5,3,0,0,76600
3,61,2,1,1,2,2,2,21065
1,31,1,3,4,1,1,3,2681
5,25,2,3,5,1,3,1,8617.5
1,68,1,1,2,1,2,0,34470
5,62,2,2,2,2,0,1,10532.5
1,56,1,1,2,2,0,1,0
5,52,2,2,2,3,4,2,2681
4,39,2,2,3,2,1,2,14362.5
4,57,2,2,3,2,0,0,16277.5
2,65,2,2,1,2,3,0,8617.5
4,24,2,1,3,2,0,0,14362.5
1,43,2,2,8,2,1,4,5745
5,23,1,1,3,2,2,2,0
3,57,2,2,3,2,0,2,21065
5,39,2,2,3,2,2,1,1532
5,21,2,2,4,2,2,1,3447
2,67,2,1,2,3,0,0,14362.5
3,66,2,1,1,1,1,2,10532.5
5,23,2,1,3,2,0,1,0
3,41,2,2,3,3,2,1,24895
1,48,2,1,3,3,4,1,76600
1,41,2,1,4,0,0,1,0
1,61,1,2,2,3,4,2,8617.5
1,56,2,1,3,2,2,1,16277.5
5,34,2,2,2,2,0,2,10532.5
3,56,1,1,2,2,2,1,51705
1,47,1,1,3,1,0,1,63195
2,44,2,1,2,2,0,1,18192.5
5,30,1,1,1,2,3,4,16277.5
1,73,1,1,2,2,0,0,3447
2,81,2,1,1,0,3,1,0
2,70,2,1,1,3,2,0,51705
5,33,1,1,1,2,0,2,51705
5,21,2,1,2,1,2,2,91920
1,39,1,1,4,2,2,2,42130
3,65,1,1,1,2,0,0,24895
1,34,1,1,2,1,1,1,76600
1,73,2,1,2,1,4,0,24895
1,32,2,1,4,2,0,1,63195
3,44,2,1,1,2,2,4,8617.5
3,66,1,1,1,2,0,0,8617.5
5,30,2,2,2,2,2,2,1532
3,31,2,1,2,2,3,4,2681
5,21,1,2,2,3,0,3,12447.5
3,50,1,1,1,2,2,1,63195
3,49,2,2,2,2,0,1,24895
1,71,1,1,2,2,2,2,16277.5
1,53,1,1,2,2,0,1,0
1,58,2,1,2,1,2,1,63195
5,40,1,1,1,3,0,3,14362.5
1,45,2,1,2,1,2,1,51705
3,62,2,1,1,2,0,1,34470
5,28,2,1,2,1,2,1,28725
2,74,1,1,1,2,0,0,0
1,60,1,1,2,1,2,2,51705
3,42,1,1,1,2,0,1,34470
1,36,2,1,5,2,1,1,178712.4649
1,50,2,1,3,2,1,2,63195
1,63,1,1,2,2,1,0,51705
5,20,2,1,3,2,2,2,178712.4649
3,71,1,1,2,1,0,0,28725
2,50,1,3,3,2,2,2,6894
5,23,2,1,2,2,2,1,4213
1,65,2,1,2,2,0,2,63195
2,60,1,1,1,2,3,0,10532.5
1,69,2,1,3,2,0,3,14362.5
3,78,1,1,1,2,2,0,0
5,25,2,3,4,3,4,2,383
5,61,2,3,6,1,0,2,14362.5
5,53,2,3,1,3,3,2,383
1,48,1,1,4,1,2,1,76600
5,37,2,3,6,2,0,2,14362.5
5,22,1,3,6,2,2,3,383
1,52,1,2,2,2,2,1,91920
1,51,1,2,2,2,0,1,76600
3,41,2,2,3,2,2,1,28725
5,25,2,2,4,2,2,0,0
2,0,2,2,1,1,2,1,21065
5,60,2,2,1,3,1,0,16277.5
2,66,2,3,2,1,2,0,14362.5
5,30,1,3,2,1,2,4,34470
5,40,1,1,1,2,1,2,91920
1,41,1,3,4,3,2,2,51705
3,65,2,1,1,3,2,1,24895
1,67,2,1,2,1,3,0,24895
5,0,1,2,1,2,2,4,383
5,46,1,3,2,2,0,2,178712.4649
4,45,1,2,5,2,2,1,51705
5,49,1,1,1,2,2,1,178712.4649
1,58,2,3,3,3,1,1,42130
2,70,2,1,1,3,2,0,383
1,0,1,1,4,3,2,2,0
5,41,2,1,1,2,0,1,91920
1,0,2,3,2,2,2,0,0
1,42,2,3,2,2,2,1,42130
1,67,2,3,2,2,2,0,34470
1,64,2,1,2,1,1,2,0
1,59,2,1,2,3,2,2,51705
1,32,2,1,3,1,1,0,91920
5,0,2,2,5,2,0,4,18192.5
1,42,1,3,5,2,2,1,107240
1,43,2,1,4,2,0,3,178712.4649
5,43,2,1,3,3,0,2,24895
1,38,2,1,4,1,1,1,178712.4649
5,26,1,1,3,2,1,1,178712.4649
1,46,2,1,4,2,0,1,63195
5,29,1,2,2,1,0,1,76600
1,54,1,2,5,3,0,2,76600
5,28,1,2,3,1,2,2,51705
3,71,2,2,1,2,0,0,21065
5,31,1,2,2,2,0,1,42130
1,69,1,1,4,2,2,1,178712.4649
1,30,1,2,2,2,0,1,34470
4,66,2,1,2,2,0,0,0
3,47,1,3,1,2,3,1,51705
1,69,2,1,2,2,0,0,18192.5
1,42,1,1,2,1,1,1,178712.4649
4,62,1,1,1,3,3,2,14362.5
2,65,1,1,1,2,0,2,34470
1,68,2,1,2,2,2,2,76600
5,72,1,1,1,3,2,0,28725
3,43,2,1,4,2,2,3,42130
3,54,1,2,2,3,3,1,63195
3,74,1,1,1,1,0,0,178712.4649
5,44,1,1,2,3,3,2,34470
1,67,2,1,2,1,2,0,0
1,64,2,1,2,2,2,2,178712.4649
1,61,1,1,4,2,2,2,178712.4649
5,33,1,1,2,2,1,2,51705
3,61,2,1,4,2,0,1,63195
1,43,1,1,3,2,2,2,76600
1,48,2,1,5,1,1,1,107240
3,67,2,1,1,2,2,1,63195
3,0,2,1,1,2,2,0,12447.5
5,23,1,1,3,2,0,1,178712.4649
1,45,2,1,2,1,0,1,76600
1,70,1,1,6,1,2,0,178712.4649
2,64,2,1,1,1,1,1,76600
1,38,2,1,5,2,2,0,76600
1,38,2,1,4,2,1,1,178712.4649
1,75,1,1,2,2,1,0,0
1,60,1,1,3,1,0,0,76600
3,52,2,1,4,2,0,2,91920
5,31,1,1,3,2,2,4,76600
1,77,1,1,3,3,1,0,178712.4649
1,66,2,1,2,1,1,2,178712.4649
5,52,2,1,1,2,2,2,76600
1,0,2,1,2,2,1,2,91920
5,38,2,3,1,2,0,3,107240
1,31,1,1,3,1,1,1,178712.4649
5,24,1,1,4,2,0,2,28725
1,45,1,1,5,2,0,2,91920
3,51,1,1,5,3,2,3,4979
1,44,1,1,4,1,1,1,91920
5,31,1,1,2,1,2,1,91920
1,65,1,1,2,1,2,2,107240
3,51,1,1,2,2,1,3,76600
5,27,2,1,1,2,1,2,34470
5,49,2,1,5,2,1,1,91920
5,37,2,3,4,2,3,2,6894
5,31,2,1,3,2,2,2,34470
1,40,2,1,8,1,1,1,91920
1,34,2,3,3,1,0,1,178712.4649
1,64,1,1,2,2,2,2,51705
3,50,2,1,3,3,3,2,12447.5
3,51,2,1,4,3,0,1,14362.5
5,46,2,1,5,2,0,3,4213
5,24,2,1,2,2,2,2,24895
3,67,2,2,1,3,0,0,6894
5,51,2,3,4,1,2,1,14362.5
5,25,1,3,5,2,4,3,2681
5,34,1,3,3,1,2,2,16277.5
5,24,1,3,4,2,1,1,51705
1,52,2,1,6,1,0,1,51705
1,73,1,1,2,1,2,0,76600
5,61,1,2,2,1,2,2,24895
1,29,2,1,2,1,0,1,107240
3,45,2,3,4,3,0,2,18192.5
3,64,1,2,1,2,0,2,10532.5
5,24,2,1,5,2,2,2,10532.5
5,34,1,3,2,2,0,0,0
5,54,1,1,3,1,0,1,91920
2,73,2,1,1,3,2,0,178712.4649
5,57,1,1,1,2,4,0,178712.4649
5,50,2,2,1,3,0,4,28725
1,30,1,1,4,1,0,1,63195
1,31,2,1,3,2,2,3,76600
1,44,2,1,4,1,2,3,76600
1,60,2,1,3,2,3,2,24895
3,73,2,1,1,3,3,0,8617.5
5,54,1,1,2,2,1,0,51705
1,41,2,1,3,1,1,3,51705
1,57,1,1,2,2,2,3,178712.4649
5,55,1,1,1,2,0,2,28725
1,33,2,1,5,1,1,1,107240
1,35,1,1,4,2,2,3,63195
5,63,2,1,3,2,3,3,5745
1,45,2,2,4,2,0,3,51705
2,89,2,2,1,1,2,0,21065
5,51,2,2,1,2,2,1,12447.5
2,0,2,2,2,2,2,0,34470
5,29,2,2,7,3,2,2,42130
1,37,2,1,4,1,1,0,12447.5
3,57,1,3,1,1,2,1,1532
1,58,2,1,2,1,1,1,0
3,49,2,3,2,1,1,1,14362.5
5,24,2,3,4,2,2,2,0
2,73,1,2,1,1,0,0,24895
5,33,2,1,1,2,2,1,76600
5,37,2,1,1,2,2,2,63195
1,41,1,1,3,2,2,1,178712.4649
5,24,2,1,5,2,0,1,178712.4649
2,77,2,1,2,3,0,3,18192.5
1,60,1,1,3,2,0,1,63195
5,47,1,1,1,2,2,2,51705
1,59,1,1,2,2,2,3,76600
1,70,1,1,2,2,0,0,34470
5,40,1,2,6,3,2,4,8617.5
1,44,1,1,3,2,2,1,107240
1,73,2,1,3,3,2,0,91920
1,74,2,1,2,2,0,0,0
1,84,1,3,2,2,2,0,24895
1,49,1,1,4,2,2,2,91920
1,31,2,1,4,2,1,2,178712.4649
3,61,1,1,1,2,2,2,18192.5
3,59,2,2,1,2,0,1,91920
1,58,1,1,5,1,2,3,107240
1,67,1,1,2,1,2,1,42130
1,64,2,2,3,1,2,1,107240
3,58,2,2,1,3,0,3,6894
1,70,1,1,2,2,3,0,28725
1,33,2,1,2,2,2,2,76600
1,61,2,1,2,1,2,1,63195
1,41,1,1,5,2,2,0,76600
1,54,1,1,2,3,4,2,42130
2,89,2,1,1,2,2,0,0
1,51,2,2,3,1,2,1,76600
5,52,1,1,2,1,2,2,107240
1,41,1,1,4,1,2,1,51705
1,53,1,1,4,2,0,2,107240
5,37,1,3,8,2,0,2,178712.4649
1,42,1,3,4,1,0,1,0
1,0,2,1,2,2,2,0,0
